X,Y,OBJECTID,FACILITY_STATUS,NAME,CAD_NAME,AKA,TYPE,UNIT,CDF_UNIT,COUNTY,OWNER,FUNDING,STAFFING,ADDRESS,CITY,ZIP,PHONE_NUM,LAT,LON
-13009083.3085,3936859.0209,123,Active,San Diego County Fire Palomar #79,SDF Palomar Mountain ST#79,Station #79,FSA,SDU,SDU,San Diego,COUNTY,A,P,21610 Crestline Road,Palomar,92060,760-742-3701,33.31251069,-116.86258368
-13056173.1196,3953719.6829,124,Decommissioned,San Diego County Fire De Luz #18,SDF Deluz ST#18,Station #18,FSL,SDU,SDU,San Diego,COUNTY,L,V,40020 Cathy Road,Fallbrook,92028,760-728-3300,33.43899356,-117.28559865
-12954464.0021,3930081.4511,125,Active,San Diego County Fire Borrego Springs #60,BGO Borrego Springs ST#91,Station 91,FSA,SDU,SDU,San Diego,COUNTY,L,V,2334 Stirrup Road,Borrego Springs,92004,760-767-5436,33.26161588,-116.37193011
-13041496.9882,3929158.6279,126,Active,Deer Springs FPD #11,DSF Deer Springs ST#11,Station #11,FSA,SDU,SDU,San Diego,FIRE DISTRICT,A,P,8709 Circle Drive,Escondido,92026,760-749-8001,33.25468387,-117.15376072
-13038417.2634,3921263.7369,127,Active,Deer Springs FPD #12,DSF Deer Springs STA#12,Station #12,FSA,SDU,SDU,San Diego,FIRE DISTRICT,A,P,1321 Deer Springs Road,San Marcos,92069,760-741-5512,33.19535668,-117.12609508
-13036623.8873,3923972.8427,128,Active,Deer Springs FPD #13,DSF Deer Springs ST#13,Station #13,FSA,SDU,SDU,San Diego,FIRE DISTRICT,A,P,10308 Meadow Glen Way East,Escondido,92026,760-751-0820,33.21571914,-117.10998491
-13507237.0573,4685400.4332,129,Active,Dry Creek FS,CDF 100,Station 100,FSA,NEU,NEU,Placer,COUNTY,A,C,8350 Cook Riolo Road,Roseville,95747,916-771-0107,38.74632524,-121.33757495
-13504991.6146,4698690.4988,130,Active,Sunset FS,CDF 77,Station 77,FSA,NEU,NEU,Placer,COUNTY,A,P,1300 Athens Avenue,Lincoln,95648,916-408-7873,38.83937711,-121.31740379
-13498860.7891,4710981.3409,131,Active,Lincoln FS,CDF 70,Station 70,FSA,NEU,NEU,Placer,COUNTY,A,P,1112 Wise Road,Lincoln,95648,916-645-2360,38.92532465,-121.26232965
-13484218.6794,4707896.4069,132,Active,Ophir FS,CDF 182,Station 182,FSA,NEU,NEU,Placer,COUNTY,A,P,9305 Wise Road,Auburn,95603,530-823-4124,38.90376205,-121.13079734
-13480785.7681,4712364.3427,133,Active,Atwood FS,CDF 180,Station 180,FSA,NEU,NEU,Placer,COUNTY,A,P,11645 Atwood Road,Auburn,94603,530-823-4155,38.9349892,-121.09995897
-13501060.4635,4724886.4977,134,Active,Thermalands FS,PCF STATION 74,Company 74,FSA,NEU,NEU,Placer,COUNTY,A,V,8500 Lakeview Ln.,Lincoln,95648,916-645-7315,39.02243541,-121.28208966
-13511498.4902,4718867.3471,135,Active,Sheridan FS,PCF STATION 78,Company 78,FSA,NEU,NEU,Placer,COUNTY,A,V,4952 Riosa Rd,Sheridan,95681,530-633-0178,38.98041525,-121.37585605
-13512478.6711,4706987.1995,136,Active,Paige FS,PCF STATION 75,Company 75,FSA,NEU,NEU,Placer,COUNTY,A,V,5390 Nicolaus Rd,Lincoln,95648,916-645-3213,38.89740579,-121.38466117
-13451749.5458,4751129.4955,137,Active,Dutch Flat FS,PCF STATION 32,Company 32,FSA,NEU,NEU,Placer,COUNTY,A,V,980 Sacramento St,Dutch Flat,95714,530-389-2234,39.20534806,-120.83912215
-13481572.336,4721388.1409,138,Active,Lone Star FS,PCF STATION 184,Station 184,FSA,NEU,NEU,Placer,COUNTY,A,V,6150 Grass Valley Hwy,Auburn,95603,530-823-4117,38.99801613,-121.10702483
-13057617.7663,4011909.4025,139,Active,CAL FIRE Training Center South,RRU CLARK TRAINING CENTER,Ben Clark Training Center,TC,RRU,RRU,Riverside,COUNTY,A,P,16791 Davis Avenue,Riverside,92518,951-486-2800,33.87409637,-117.29857614
-13534512.8617,4447081.1546,140,Active,SSCCFD - Masten Fire Station 2,Station 2,Masten Fire Station,FSA,SCU,SCU,Santa Clara,FIRE DISTRICT,A,P,10810 No Name Uno,Gilroy,95020,408-842-3713,37.05718375,-121.58259767
-13539546.8726,4440656.402,141,Active,SSCCFD - Treehaven Fire Station 3,Station 3,Treehaven Fire Station,FSA,SCU,SCU,Santa Clara,FIRE DISTRICT,A,P,3050 Hecker Pass Hwy,Giltroy,95020,408-842-3138,37.0111116,-121.62781896
-13567723.5243,4522591.5608,142,Active,Sunol Fire Station 14,SCU Sunol ,Sunol Fire Station,FSAB,SCU,SCU,Alameda,STATE,C,P,11345 Pleasanton-Sunol Rd,Pleasanton,94586,925-862-2197,37.59657327,-121.88093413
-13614361.8033,4941765.1533,143,Active,Redding FS,SHS Redding FS,Station #43,FSB,SHU,SHU,Shasta,STATE,B,P,6103 Airport Road,Redding,96002,530-224-2440,40.51977388,-122.29989291
-13607595.9359,4947857.936,144,Active,Palo Cedro FS,SHS Palo Cedro FS,Station #32,FSA,SHU,SHU,Shasta,COUNTY,A,P,9418 Deschutes Road,Palo Cedro,96073,530-547-2432,40.56136753,-122.23911409
-13441967.0575,4225689.3572,145,Active,Morro Toro FS,SLU Morro-Toro Stn,#14,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,V,15325 Hwy 41,Atascadero,93422,805-466-5089,35.45354867,-120.75124456
-13451163.1023,4206009.7623,146,Active,South Bay FS,SLU South Bay Stn,SBTC,FSA,SLU,SLU,San Luis Obispo,DISTRICT OTHER,A,P,2315 Bayview Heights Drive,Los Osos,93402,805-528-1053,35.30941347,-120.83385404
-13429176.6394,4196286.4329,147,Active,Airport FS,SLU Airport Stn,#21,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,4651 Broad Street,San Luis Obispo,93401,805-544-5105,35.23810389,-120.63634628
-13423732.5215,4170250.2931,148,Active,Mesa FS,SLU Mesa Stn,#22,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,2391 Willow Road,Arroyo Grande,93405,805-473-7171,35.04684957,-120.58744094
-13467910.1511,4267196.6879,149,Active,Oak Shores FS,SLU Oak Shores Stn,#34,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,V,2569 Shoreline Drive,Paso Robles,93446,805-427-9548,35.75670669,-120.98429534
-13456935.3855,4262433.5394,150,Active,Heritage Ranch FS,SLU Heritage Ranch Stn,#33,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,4820 Heritage Road,Paso Robles,93446,805-227-6553,35.72197633,-120.88570734
-13422740.5453,4254018.8929,151,Active,Meridian FS,SLU Meridian Stn,#52,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,4050 Branch,Paso Robles,93446,805-237-3155,35.66058418,-120.57852987
-13416382.6241,4235645.8787,152,Active,Creston FS,SLU Creston Stn,#50,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,6055 Webster Rd,Creston,93432,805-238-4343,35.526373,-120.52141569
-13614775.8543,4461453.453,153,Active,Chalk Mountain COM,CZU Chalk Mountain COM,Tone 13,COM,CZU,CZU,Santa Cruz,STATE,B,P,P.O. Drawer F-2,Felton,95018,,37.1605915,-122.29013698
-13591447.4939,4470185.3427,154,Active,Mount Bielawski COM/LO,CZU Mount Bielawski COM/LO,Tone 8,COM/LO,CZU,CZU,Santa Cruz,STATE,B,P,7 Mi W Los Gatos,Felton,95018,,37.22263371,-122.09405017
-13613814.7817,4493217.309,155,Active,Allen Peak COM/LO,CZU Allen Peak COM/LO,Tone 12,COM/LO,CZU,CZU,San Mateo,STATE,B,P,P.O. Drawer F-2,Felton,95018,,37.38720601,-122.29497894
-13332420.0986,4412598.463,156,Active,Southern Region RHQ,FKU Southern Region RHQ,,RHQ,FKU,FKU,Fresno,STATE,B,P,1234 East Shaw,Fresno,93710,559-222-2129,36.80957953,-119.76716749
-13325048.1444,4407333.0152,157,Active,Fresno ICC,FKU Fresno ICC,,ICC,FKU,FKU,Fresno,STATE,B,P,2311 North Clovis Ave,Fresno,93727,559-294-6825,36.77170005,-119.7009441
-13278424.8626,4403746.1682,158,Active,Bear Mountain COM/LO,FKU Bear Mountain COM/LO,,COM/LO,FKU,FKU,Fresno,STATE,B,P,30769 Bear Mtn,Squaw Valley,93646,,36.74588563,-119.28212003
-13297320.5007,4440882.2181,159,Active,Black Mountain COM/LO,FKU Black Mountain COM/LO,,COM/LO,FKU,FKU,Fresno,STATE,B,P,Black Mountain Road,Clovis,93619,N/A,37.01273126,-119.45186244
-13403237.8997,4342552.2128,160,Active,Joaquin Ridge COM,FKU Joaquin Ridge COM,,COM,FKU,FKU,Fresno,STATE,B,P,,Coalinga,93210,,36.30413896,-120.40333462
-13790560.6776,4963647.8241,161,Decommissioned,Iaqua Butte LO,HUU Iaqua Butte LO,,LO,HUU,HUU,Humboldt,STATE,B,P,21 Mi Ne Fortuna,,,,40.66904042,-123.88271433
-13820034.5901,4952392.4995,162,Active,Humboldt-Del Norte ECC,HUU Humboldt-Del Norte ECC,,ECC,HUU,HUU,Humboldt,STATE,B,P,118 S. Fortuna Blvd,Fortuna,95540-0425,707-726-1280,40.59230707,-124.14748299
-13819997.9264,4952402.3257,163,Active,Humboldt-Del Norte UH,HUU Humboldt-Del Norte UH,,HQ,HUU,HUU,Humboldt,STATE,B,P,118 S. Fortuna Blvd,Fortuna,95540-0425,707-725-4413,40.5923741,-124.14715364
-13801157.5648,4910615.6659,164,Active,Grasshopper Mountain COM/LO,HUU Grasshopper Mountain COM/LO,HUUL T11,COM/LO,HUU,HUU,Humboldt,STATE,B,P,6 Mi Southeast Weott,Weott,95571,,40.30672218,-123.97790779
-13816981.8759,4926756.4545,165,Active,Mount Pierce COM,HUU Mount Pierce COM,HUUL T12/ HCFN T2,COM,HUU,HUU,Humboldt,STATE,B,P,4 Mi Southwest Of Scotia,Scotia,95565,,40.41720388,-124.12006
-13769390.616,4883419.1913,166,Active,Pratt Mountain COM,HUU Pratt Mountain COM,HUUL T10/ HCFN T1,COM,HUU,HUU,Humboldt,STATE,B,P,5 Miles East Of Garberville,Alderpoint,95511,,40.1201563,-123.69254043
-13793377.9232,5089911.9325,167,Active,Red Mountain COM,HUU Red Mountain COM,,COM,HUU,HUU,Del Norte,FEDERAL,B,P,7 Miles East Of Klamath,Crescent City,95531,,41.52379604,-123.90802208
-13825111.8172,4957973.9312,168,Active,Tompkins Hill COM,HUU Tompkins Hill COM,,COM,HUU,HUU,Humboldt,CITY,L,C,2 Miles Southeast Of Loleta,Loleta,95551,,40.6303696,-124.1930925
-13473225.9295,4901166.1994,169,Active,Dyer Mountain COM/LO,LMU Dyer Mountain COM/LO,,COM/LO,LMU,LMU,Lassen,FEDERAL,B,P,P.O. Box 1077,Westwood,96137,530-256-3203,40.24195751,-121.03204779
-13446510.7348,5053296.5807,170,Active,Manzanita Mountain LO,LMU Manzanita Mountain LO,,LO,LMU,LMU,Modoc,FEDERAL,B,P,702 East 8Th St.,Alturas,96101,530-233-2723,41.27707042,-120.79206111
-13464803.662,4924590.5409,171,Active,Pegleg Mountain LO,LMU Pegleg Mountain LO,,LO,LMU,LMU,Lassen,STATE,B,P,P.O. Box 1077,Westwood,96137,530-256-3203,40.40238872,-120.95638927
-13471664.0089,5008179.2206,172,Active,Snag Hill LO,LMU Snag Hill LO,,LO,LMU,LMU,Lassen,STATE,B,P,P.O. Box 36,Bieber,96009,530-294-5251,40.97176865,-121.01801682
-13433614.4417,4927741.6943,173,Active,Lassen-Modoc UH,LMU Lassen-Modoc UH,,HQ,LMU,LMU,Lassen,STATE,B,P,697-345 Highway 36,Susanville,96130,530-257-4171,40.42394157,-120.67621174
-13430726.3144,4927391.3893,174,Active,Susanville ICC,LMU Susanville ICC,,ICC,LMU,LMU,Lassen,FEDERAL,B,P,1491 Fifth St.,Susanville,96130,530-257-5575,40.42154593,-120.65026725
-13494486.1268,5023048.9164,175,Active,Big Valley Mountain COM,LMU Big Valley Mountain COM,,COM,LMU,LMU,Lassen,STATE,B,P,P.O. Box 36,Bieber,96009,530-257-5575,41.07254637,-121.22303139
-13436855.5776,4939897.1467,176,Active,Don Landon LO,LMU Don Landon LO,,LO,LMU,LMU,Lassen,STATE,B,P,697-345 Hwy36,Susanville,96130,530-257-3778,40.50701624,-120.70532736
-13424968.436,4966418.998,177,Active,Fredonyer Peak COM/LO,LMU Fredonyer Peak COM/LO,,COM/LO,LMU,LMU,Lassen,STATE,B,P,515-350 Hwy 139,Susanville,96130,530-257-3778,40.68791914,-120.59854335
-13421119.3874,5035268.1056,178,Active,Likely Mountain COM/LO,LMU Likely Mountain COM/LO,,COM/LO,LMU,LMU,Lassen,STATE,B,P,702 East 8Th St.,Alturas,96101,530-233-2723,41.15524506,-120.56396676
-13448649.6547,4934551.7214,179,Active,Roop Mountain COM,LMU Roop Mountain COM,,COM,LMU,LMU,Lassen,STATE,B,P,697-345 Highway 36,Susanville,96130,530-257-5575,40.47049638,-120.81127536
-13398208.8781,4931063.5808,180,Active,Shaffer Mountain COM,LMU Shaffer Mountain COM,,COM,LMU,LMU,Lassen,STATE,B,P,697-345 Highway 36,Susanville,96130,530-257-3778,40.44665469,-120.35815815
-13502695.2357,5035749.9795,181,Active,Widow Mountain COM,LMU Widow Mountain COM,,COM,LMU,LMU,Lassen,STATE,B,P,P.O. Box 36,Bieber,96009,530-257-5575,41.15850428,-121.29677507
-13637753.0351,4657111.3271,182,Active,Sonoma-Lake-Napa ECC,LNU Sonoma-Lake-Napa ECC,"""St Helena""",ECC,LNU,LNU,Napa,STATE,C,P,1199 Big Tree Rd,St. Helena,94574,707-963-4112,38.54790547,-122.51001992
-13544972.9879,4658148.6076,183,Active,Davis Mobile Equipment Facility,SHQ Mobile Equipment,,EQF,SHQ,LNU,Yolo,STATE,B,P,5950 Chiles Road,Davis,95618,530-753-2407,38.55513887,-121.67656258
-13661697.0871,4643185.243,184,Active,Northern Region RHQ,LNU Northern Region RHQ,,RHQ,LNU,LNU,Sonoma,STATE,B,P,135 Ridgeway Ave,Santa Rosa,95402,707-576-2275,38.4525254,-122.725113
-13637823.7992,4657093.3582,185,Active,Sonoma-Lake-Napa UH,LNU Sonoma-Lake-Napa UH,LNU Headquarters,HQ,LNU,LNU,Napa,STATE,C,P,1199 Big Tree Rd,St. Helena,94574,707-967-1400,38.54758624,-122.51065561
-13602126.7672,4673594.7933,186,Active,Berryessa Peak COM,LNU Berryessa Peak COM,,COM,LNU,LNU,Yolo,STATE,B,P,,Brooks,95606,N/A,38.66366757,-122.18998371
-13675064.5593,4688014.726,187,Active,Geyser Peak COM,LNU Geyser Peak COM,,COM,LNU,LNU,Sonoma,STATE,B,P,8770 Geysers Rd,Geyserville,95441,N/A,38.76463921,-122.84519505
-13688093.0011,4656005.813,188,Active,Mount Jackson COM,LNU Mount Jackson COM,,COM,LNU,LNU,Sonoma,STATE,B,P,15008 Sweetwater Springs Rd,Guerneville,95446 ,N/A,38.54008447,-122.96223153
-13666224.5516,4718031.1505,189,Active,Mount Konocti Lookout,LNU Mount Konocti COM/LO,,COM/LO,LNU,LNU,Lake,STATE,B,P,8948 State Hwy 175,Kelseyville,95451,N/A,38.97463839,-122.76578391
-13651462.4616,4674383.605,190,Active,Mount Saint Helena COM,LNU Mount Saint Helena COM,,COM,LNU,LNU,Sonoma,STATE,B,P,,Middletown,95461,N/A,38.66911867,-122.6331738
-13592792.1435,4636164.721,191,Active,Mount Vaca COM,LNU Mount Vaca COM,,COM,LNU,LNU,Solano,STATE,B,P,6961 Blue Ridge Rd,Vacaville,95687,N/A,38.40053843,-122.10612936
-13724545.4654,4683529.4069,192,Active,Oak Ridge COM,LNU Oak Ridge COM,,COM,LNU,LNU,Sonoma,STATE,B,P,25555 Kelly Rd,Annapolis,95412,N/A,38.73321543,-123.28968959
-13659980.3403,4703635.2561,193,Active,Seigler Mountain COM,LNU Seigler Mountain COM,,COM,LNU,LNU,Lake,STATE,B,P,11000 Observation Rd,Loch Lomond,95426,N/A,38.87396747,-122.7096912
-13635351.7639,4735807.0359,194,Active,Walker Ridge COM,LNU Walker Ridge COM,,COM,LNU,LNU,Colusa,STATE,B,P,,Williams,95987,N/A,39.09860891,-122.48844894
-13727823.31,4771323.4675,195,Active,Mendocino UH,MEU Mendocino UH,,HQ,MEU,MEU,Mendocino,STATE,B,P,17501 North Highway 101,Willits,95490,707-459-7414,39.34577605,-123.31913497
-13756810.9524,4820490.3485,196,Active,Cahto Peak COM,MEU Cahto Peak COM,,COM/LO,MEU,MEU,Mendocino,FEDERAL,B,P,Cahto Road At Mp 6.50,Laytonville,95454,,39.6865019,-123.57953539
-13750493.4081,4724887.2877,197,Active,Cold Springs COM,MEU Cold Springs COM,,COM/LO,MEU,MEU,Mendocino,STATE,B,P,Signal Ridge Road At Mp 4.10,Boonville,95415,,39.0224411,-123.52278393
-13745884.5207,4838158.4982,198,Active,Iron Peak COM,MEU Iron Peak COM,,COM/LO,MEU,MEU,Mendocino,STATE,B,P,Iron Peak Road At Mp 1.5,Laytonville,95454,,39.80853348,-123.48138159
-13724152.4703,4768449.5784,199,Active,Laughlin Ridge COM,MEU Laughlin Ridge COM,,COM,MEU,MEU,Mendocino,STATE,B,P,Laughlin Peak Road At Mp 2.50,Willits,95490,,39.32580836,-123.28615926
-13688352.7307,4843620.9022,200,Active,Anthony Peak,MEU Anthony Peak LO,,LO,MEU,MEU,Mendocino,FEDERAL,F,P,End Of Mnf Forest Route 23N60,Covelo,95428,,39.84621779,-122.96456472
-13358729.4019,4207584.2099,201,Active,Carrizo Plain FS,SLU Carrizo Plain Stn,#42,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,"13080 Soda Lake Rd, Pob 3099",California Valley,93453,805-475-2322,35.32095429,-120.00350798
-13434526.9959,4185948.8996,202,Active,Shell Beach FS,SLU Shell Beach Stn,#63,FSAB,SLU,SLU,San Luis Obispo,CITY,C,P,2555 Shell Beach Road,Pismo Beach,93449,805-773-7051,35.16222101,-120.68440935
-13438337.4198,4190242.8871,203,Active,Avila Valley FS,SLU Avila Valley Stn,#62,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,1551 Sparrow Street,San Luis Obispo,93405,805-595-2115,35.19374973,-120.71863897
-13429626.4517,4183481.3644,204,Active,Pismo Beach FS,SLU Pismo Stn,#64,FSA,SLU,SLU,San Luis Obispo,CITY,A,P,1000 Bello Street,Pismo Beach,93449,805-773-7050,35.14409754,-120.64038702
-13419104.4834,4219418.2386,205,Active,Parkhill FS,SLU Parkhill Stn,#40,FSAB,SLU,SLU,San Luis Obispo,STATE,C,P,6140 Parkhill Rd,Santa Margarita,93453,805-438-5426,35.40764635,-120.54586657
-13400778.2806,4253426.6606,206,Active,Shandon FS,SLU Shandon Stn,#51,FSB,SLU,SLU,San Luis Obispo,STATE,C,P,501 W. Center St,Shandon,93461,805-238-4957,35.65626154,-120.38123949
-13435761.0031,4243172.4876,207,Active,Paso Robles FS,SLU Paso Robles Stn,#30,FSAB,SLU,SLU,San Luis Obispo,STATE,C,P,2510 Ramada Dr,Paso Robles,93446,805-227-6553,35.58138058,-120.69549463
-13481276.5694,4242007.4178,208,Temporarily Decommissioned,Cambria FS,SLU Cambria STN,#10,FSB,SLU,SLU,San Luis Obispo,STATE,C,P,6126 Coventry Ln,Cambria,93428,805-927-4262,35.57286827,-121.10436792
-13412540.3626,4169413.1118,209,Active,Nipomo FS,SLU Nipomo Stn,#20,FSAB,SLU,SLU,San Luis Obispo,STATE,C,P,450 Pioneer Av,Nipomo,93444,805-929-3911,35.04069241,-120.48690007
-13405263.543,4572680.1638,210,Active,Jamestown,TLU Jamestown Station,Sta 76,FSA,TCU,TCU,Tuolumne,FIRE DISTRICT,A,P,18249  4Th Ave,Jamestown,95327,209-984-5623,37.95222811,-120.42153128
-13394511.9156,4576116.62,211,Active,Mono Village,TLU Mono Village Station,Sta 51,FSA,TCU,TCU,Tuolumne,COUNTY,A,P,19500 Hillsdale Dr,Sonora,95370,209-532-5983,37.97656596,-120.32494777
-12946582.7057,3984899.8811,212,Active,STN32 Christopher Douglas FS,RRU Christopher Douglas FS,STN32,FSA,RRU,RRU,Riverside,CITY,A,P, 78111 Ave 52,La Quinta, 92253,760-564-4351,33.67241125,-116.30113122
-12957217.4159,4004251.4655,213,Active,Roy Wilson FS 35,STN_35,STN35,FSA,RRU,RRU,Riverside,COUNTY,A,P,31920 Roberts Rd,Thousand Palms,92276,760-343-3321,33.81696133,-116.39666444
-13065558.9145,4007226.5149,214,Active,STN04 Lake Mathews FS,RRU LAKE MATHEWS FS,STN04,FSA,RRU,RRU,Riverside,COUNTY,A,P, 17650 Cojalco Rd,Perris, 92570,951780-8241,33.83916242,-117.36991269
-12749421.7944,4010188.8577,215,Active,STN46 Riverbend FS,RRU RIVERBEND FS,STN46,EQF,RRU,RRU,Riverside,COUNTY,A,V,Hcr 20,Blythe,92225,760-922-7051,33.86126275,-114.53000462
-13064072.8187,3976530.7234,216,Decommissioned,STN74 Rancho Capistrano FS,RRU RANCHO CAPISTRANO FS,STN74,FSA,RRU,RRU,Riverside,COUNTY,A,V,35420 Calle Grande,Lake Elsinore,92530,951-674-3571,33.60982099,-117.35656286
-13038874.7309,4005278.136,217,Active,STN03 Nuview FS,RRU NUVIEW FS,STN03,FSA,RRU,RRU,Riverside,COUNTY,A,P,30515 10Th St,Nuevo, 92567,951-928-3718,33.82462346,-117.13020458
-13049775.5523,4021066.4971,218,Active,STN02 Sunnymead FS,RRU SUNNYMEAD FS,STN02,FSA,RRU,RRU,Riverside,CITY,A,P,24935 Hemloock,Moreno Valley,92557,951-242-3101,33.94236621,-117.22812833
-13051131.9825,3988819.8825,219,Active,STN05 Quail Valley FS,RRU QUAIL VALLEY FS,STN05,FSA,RRU,RRU,Riverside,COUNTY,A,P,28971 Goetz Rd,Menifee, 92587,951-244-6462,33.70171211,-117.24031335
-13054998.6861,4019704.7407,220,Active,STN06 Towngate FS,RRU Towngate FS,STN06,FSA,RRU,RRU,Riverside,CITY,A,P,22250 Eucalyptus Ave,Moreno Valley, 92553,951-653-3030,33.93221723,-117.27504854
-13045678.8174,3990696.5173,221,Active,STN07 Sun City FS,RRU SUN CITY FS,STN07,FSA,RRU,RRU,Riverside,COUNTY,A,P,27860 Bradley Rd,Menifee,92586,951-679-3414,33.71573585,-117.19132673
-13065932.3152,4012633.755,222,Active,STN08 Woodcrest FS,RRU WOODCREST FS,STN08,FSA,RRU,RRU,Riverside,COUNTY,A,P,16533 Trisha Way,Woodcrest, 92504,951-780-8620,33.8794987,-117.373267
-13055893.6568,3996937.1264,223,Active,STN09 Goodmeadow FS,RRU GOODMEADOW FS,STN09,FSA,RRU,RRU,Riverside,COUNTY,A,P,21565 Steele Peak Rd,Good Hope,92570,951-657-1925,33.76235427,-117.2830882
-13061383.0832,3984459.9556,224,Active,STN10 Elsinore FS,RRU ELSINORE FS,STN10,FSAB,RRU,RRU,Riverside,STATE,A,P,410 W Grahmam Ave,Lake Elsinore,92530,951-674-216,33.66912237,-117.33240055
-13063182.4552,3980677.1567,225,Active,STN11 Lakeland Village FS,RRU LAKELAND VILLAGE FS,STN11,FSA,RRU,RRU,Riverside,COUNTY,A,P,33020 Maiden Lane,Lakeland Village, 92530,951-678-2161,33.64083656,-117.34856459
-13082868.912,4011941.7984,226,Active,STN13 Home Gardens FS,RRU HOME GARDENS FS,STN13,FSA,RRU,RRU,Riverside,COUNTY,A,P, 3777 Neece St,Home Gardens, 92879,951-737-3840,33.874338,-117.52541104
-13086902.4343,4015858.4371,227,Active,STN14 Corona FS,RRU CORONA FS,STN14,FSB,RRU,RRU,Riverside,STATE,A,P, 1511 Hamner Ave,Norco, 92860,951-737-5541,33.90354474,-117.56164478
-13078531.445,4025486.3238,228,Active,STN16 Pedley FS,RRU PEDLEY FS,STN16,FSA,RRU,RRU,Riverside,COUNTY,A,P,9270Limonite Ave,Pedley, 92509,951-685-6382,33.97529825,-117.48644691
-13081229.0448,4030690.2095,229,Active,STN17 Glen Avon FS,RRU GLEN AVON FS,STN17,FSA,RRU,RRU,Riverside,COUNTY,A,P,10400 San Sevaine Way,Glen Avon, 91752,951-685-5109,34.01405595,-117.51067986
-13060117.6091,4030956.6049,230,Active,STN19 Highgrove FS,RRU HIGHGROVE FS,STN19,FSA,RRU,RRU,Riverside,COUNTY,A,P, 469 Center St,Highgrove, 92507,951-686-5260,34.01603953,-117.32103261
-13030913.6407,4029273.6239,231,Decommissioned,STN21 Calimesa FS,RRU CALIMESA FS,STN21,FSA,RRU,RRU,Riverside,CITY,A,P, 906 Park Ave,Calimesa,92320,909-795-1010,34.00350717,-117.0586889
-13021506.5392,4025477.1856,232,Active,STN22 Cherry Valley FS,RRU CHERRY VALLEY FS,STN22,FSA,RRU,RRU,Riverside,COUNTY,A,P, 10055 Avenida Mira Villa,Beaumont, 92223,951-845-4863,33.97523015,-116.97418346
-12995161.0902,3996768.6367,233,Active,STN23 Pine Cove FS,RRU PINE COVE FS,STN23,FSAB,RRU,RRU,Riverside,COUNTY,A,P,24919 Marion Ridge Rd,Pine Cove, 92549,951-659-2732,33.76109593,-116.73751827
-13000128.5719,4016520.42,234,Active,STN24 Cabazon FS,RRU CABAZON FS,STN24,FSA,RRU,RRU,Riverside,COUNTY,A,P,14580 Broadway,Cabazon, 92230,951-849-2316,33.90848018,-116.78214192
-13019842.6503,4000230.3262,235,Active,STN25 San Jacinto FS,RRU SAN JACINTO FS,STN25,FSAB,RRU,RRU,Riverside,STATE,A,P,132 So San Jacinto,San Jacinto,92583,951-654-7912,33.7869448,-116.9592365
-13016847.6148,3994574.7009,236,Active,STN26 Little Lake FS,RRU LITTLE LAKE FS,STN26,FSA,RRU,RRU,Riverside,COUNTY,A,P,25954 Stanford St,Hemet,92544,951-658-5200,33.74470951,-116.93233163
-13086566.0887,4023365.9968,237,Active,STN27 Eastvale FS,RRU EASTVALE FS,STN27,FSA,RRU,RRU,Riverside,COUNTY,A,P, 6709 Cedar Creek Rd,Eastvale,92880,951-898-3713,33.95950134,-117.55862334
-13017485.0194,3975867.9635,238,Active,STN28 Sage FS,RRU SAGE FS,STN28,FSA,RRU,RRU,Riverside,STATE,A,P, 35655 Sage Rd,Hemet, 92544,951-767-0118,33.60486245,-116.93805754
-12988123.794,3969258.1107,239,Active,STN29 Anza FS,RRU ANZA FS,STN29,FSAB,RRU,RRU,Riverside,STATE,A,P,56560 Hwy  371,Anza,92539,951-763-5611,33.55539443,-116.67430116
-12962935.6484,3973241.8293,240,Active,STN30 Pinyon FS,RRU PINYON FS,STN30,FSA,RRU,RRU,Riverside,COUNTY,A,P,70080 Hwy 74,Anza,92561,951-349-3209,33.58521188,-116.4480322
-12957361.2653,3992173.3276,241,Active,STN33 Palm Desert FS,RRU PALM DESERT FS,STN33,FSA,RRU,RRU,Riverside,CITY,A,P,44400 Town Center Way,Palm Desert,92260,760-346-0508,33.72677012,-116.39795666
